task,wrapper,id_dim,data_seed,model_seed,epochs,batch_size,n_conv,atom_fea_len,h_fea_len,n_h,output_dir,predictions_csv,best_val_mae,test_mae,status,exit_code,start_time,end_time
matbench_dielectric,fastfood,10,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.906,0.8749364614486694,success,0,2026-05-30T18:14:21+00:00,2026-05-30T18:15:37+00:00
matbench_dielectric,fastfood,10,123,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_dielectric_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.846,0.8022535443305969,success,0,2026-05-30T18:15:37+00:00,2026-05-30T18:16:52+00:00
matbench_dielectric,fastfood,10,123,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_dielectric_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.734,0.7378878593444824,success,0,2026-05-30T18:16:52+00:00,2026-05-30T18:18:06+00:00
matbench_dielectric,fastfood,8,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.906,0.8749508261680603,success,0,2026-05-30T18:18:07+00:00,2026-05-30T18:19:21+00:00
matbench_dielectric,fastfood,8,123,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_dielectric_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.847,0.8025912642478943,success,0,2026-05-30T18:19:21+00:00,2026-05-30T18:20:38+00:00
matbench_dielectric,fastfood,8,123,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_dielectric_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.734,0.7378213405609131,success,0,2026-05-30T18:20:38+00:00,2026-05-30T18:21:50+00:00
matbench_dielectric,fastfood,5,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.906,0.8750199675559998,success,0,2026-05-30T18:21:51+00:00,2026-05-30T18:23:03+00:00
matbench_dielectric,fastfood,5,123,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_dielectric_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.847,0.80258709192276,success,0,2026-05-30T18:23:03+00:00,2026-05-30T18:24:19+00:00
matbench_dielectric,fastfood,5,123,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_dielectric_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.734,0.7378227710723877,success,0,2026-05-30T18:24:19+00:00,2026-05-30T18:25:34+00:00
matbench_dielectric,fastfood,2,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.906,0.8749879002571106,success,0,2026-05-30T18:25:34+00:00,2026-05-30T18:26:49+00:00
matbench_dielectric,fastfood,2,123,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_dielectric_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.847,0.8034195303916931,success,0,2026-05-30T18:26:49+00:00,2026-05-30T18:28:02+00:00
matbench_dielectric,fastfood,2,123,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_dielectric_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.734,0.7378243207931519,success,0,2026-05-30T18:28:02+00:00,2026-05-30T18:29:16+00:00
matbench_dielectric,fastfood,1,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.906,0.8751428127288818,success,0,2026-05-30T18:29:16+00:00,2026-05-30T18:30:30+00:00
matbench_dielectric,fastfood,1,123,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_dielectric_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.847,0.803419828414917,success,0,2026-05-30T18:30:30+00:00,2026-05-30T18:31:45+00:00
matbench_dielectric,fastfood,1,123,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_dielectric_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.734,0.7381132245063782,success,0,2026-05-30T18:31:45+00:00,2026-05-30T18:33:00+00:00
